Gene_ID,Correlation
ENSG00000076043,0.654266823439831
ENSG00000076242,0.763282438288831
ENSG00000078596,0.528798645937143
ENSG00000079246,0.599879773333634
ENSG00000079335,0.539430489337861
ENSG00000079387,0.536860302087684
ENSG00000080345,0.583302394426205
ENSG00000080546,0.535693893504836
ENSG00000080819,0.517060751733282
ENSG00000080822,0.812135978575641
ENSG00000080839,0.511007552808386
ENSG00000080854,0.588917095903711
ENSG00000081386,0.566628444547727
ENSG00000081791,0.545289608906655
ENSG00000082258,0.503126832114301
ENSG00000083457,0.551482747913027
ENSG00000083535,0.515241021887761
ENSG00000083799,0.551273181815315
ENSG00000085063,0.78119106339646
ENSG00000085978,0.664975607857227
ENSG00000086200,0.677957635233751
ENSG00000087157,0.829137571540002
ENSG00000087302,0.56020377178331
ENSG00000087448,0.539609465642668
ENSG00000088035,0.536153734764996
ENSG00000088179,0.516926239208967
ENSG00000088448,0.652768374849178
ENSG00000088827,0.564245100996052
ENSG00000089127,0.820512597344847
ENSG00000089685,0.560526658682242
ENSG00000089775,0.565099832914456
ENSG00000089818,0.64478331300038
ENSG00000090060,0.510437411214581
ENSG00000090266,0.522400956946368
ENSG00000090612,0.60486937346851
ENSG00000091409,0.644756843972519
ENSG00000092199,0.640109956448029
ENSG00000092978,0.504389010664338
ENSG00000095002,0.527113547424746
ENSG00000095261,0.637393267937701
ENSG00000095564,0.505226377959726
ENSG00000099219,0.538895237660894
ENSG00000100372,0.545678578309127
ENSG00000100410,0.525743782200366
ENSG00000100448,0.776124225423729
ENSG00000101019,0.776481987602666
ENSG00000101574,0.506104611862114
ENSG00000101751,0.566919484674884
ENSG00000101842,0.533588155223067
ENSG00000101901,0.527609882927713
ENSG00000101916,0.564257604411235
ENSG00000102710,0.545431374438249
ENSG00000102738,0.565046647364064
ENSG00000102780,0.527514340506585
ENSG00000102837,0.634566550131745
ENSG00000103335,0.542909470987054
ENSG00000103351,0.568577347333461
ENSG00000103429,0.707453530932126
ENSG00000103978,0.555894849248772
ENSG00000104043,0.734277368938125
ENSG00000104231,0.586687723705246
ENSG00000104660,0.715993114882849
ENSG00000105497,0.653885799178802
ENSG00000105708,0.587057272926931
ENSG00000105819,0.58813415998308
ENSG00000106560,0.559748716645647
ENSG00000106565,0.596328911859608
ENSG00000106591,0.712216890187276
ENSG00000106603,0.798654424189613
ENSG00000106733,0.816188630180678
ENSG00000106771,0.566787919504131
ENSG00000106952,0.556342997825943
ENSG00000107020,0.510220518368711
ENSG00000107201,0.595381231285749
ENSG00000107551,0.613253252449242
ENSG00000107625,0.562030233181656
ENSG00000107643,0.599597385744121
ENSG00000107672,0.669785246818466
ENSG00000107798,0.550440428651011
ENSG00000107960,0.63631476534373
ENSG00000108848,0.604242021084428
ENSG00000108854,0.5036213377835
ENSG00000108984,0.648351445514634
ENSG00000109184,0.561920806843585
ENSG00000109452,0.608653763272703
ENSG00000109618,0.560455721557172
ENSG00000109861,0.617463812286396
ENSG00000109906,0.716297483648922
ENSG00000109971,0.640610070342282
ENSG00000110077,0.553555746738591
ENSG00000110203,0.589106890061373
ENSG00000110330,0.570036473369219
ENSG00000110665,0.56014293762075
ENSG00000110768,0.622591615401705
ENSG00000110852,0.695574020558339
ENSG00000110871,0.519972089394372
ENSG00000111052,0.690041069019683
ENSG00000111269,0.505766004429096
ENSG00000111331,0.676791415365762
ENSG00000111530,0.558442187609319
ENSG00000111615,0.528767525306835
ENSG00000111796,0.505662858945164
ENSG00000111832,0.517533881939607
ENSG00000111860,0.561839651632101
ENSG00000112081,0.549482698511109
ENSG00000112303,0.599728173127498
ENSG00000112394,0.652976413028517
ENSG00000112739,0.535031174385429
ENSG00000112763,0.727500982417681
ENSG00000113240,0.658719908280791
ENSG00000113263,0.602670965945874
ENSG00000113328,0.573792139338502
ENSG00000113448,0.54960688403579
ENSG00000113456,0.533367029544839
ENSG00000113597,0.508751786217845
ENSG00000113851,0.547437501159564
ENSG00000114013,0.624034825349296
ENSG00000114021,0.588108274931489
ENSG00000114686,0.533447863031514
ENSG00000114737,0.84434106779294
ENSG00000115233,0.549660480087725
ENSG00000115239,0.50914572905504
ENSG00000115355,0.608837099775773
ENSG00000115365,0.573743672305478
ENSG00000115368,0.580876054298872
ENSG00000115524,0.526301804079923
ENSG00000115540,0.58852235180693
ENSG00000115687,0.524895272853655
ENSG00000115738,0.617908723231089
ENSG00000115840,0.562749615183259
ENSG00000115875,0.711575751781455
ENSG00000115896,0.621760583230434
ENSG00000115942,0.613294518197161
ENSG00000116001,0.652193269330448
ENSG00000116161,0.502439210205325
ENSG00000116906,0.644034994230586
ENSG00000117091,0.559011856325539
ENSG00000117133,0.511091560335065
ENSG00000117153,0.517931801559737
ENSG00000117226,0.685339803340445
ENSG00000117450,0.754136804829237
ENSG00000117475,0.526863228128016
ENSG00000117533,0.509935356016893
ENSG00000117543,0.516938721402147
ENSG00000117569,0.674314404105041
ENSG00000117602,0.739276924181708
ENSG00000117616,0.641429196890507
ENSG00000117724,0.726073133329839
ENSG00000117751,0.588826230086914
ENSG00000118197,0.560277586323529
ENSG00000118217,0.523825685404258
ENSG00000118246,0.772227498994412
ENSG00000118412,0.515094754760518
ENSG00000118507,0.625996292464372
ENSG00000118579,0.584619104464535
ENSG00000119041,0.641468510801035
ENSG00000119231,0.537900441462919
ENSG00000119684,0.514287026787594
ENSG00000119760,0.707535107967598
ENSG00000119912,0.522895222950231
ENSG00000119965,0.602819567806345
ENSG00000119979,0.553216808748692
ENSG00000120217,0.634288033788804
ENSG00000120253,0.683819006999594
ENSG00000120333,0.518354959527423
ENSG00000120458,0.613138137926693
ENSG00000120526,0.594666815768302
ENSG00000120675,0.551186936006466
ENSG00000120694,0.597703353484215
ENSG00000120699,0.603516891487283
ENSG00000120798,0.707835809254922
ENSG00000120833,0.673911273167705
ENSG00000120889,0.526680499546444
ENSG00000120925,0.530492574346249
ENSG00000121022,0.541814474419395
ENSG00000121578,0.57834828836581
ENSG00000121644,0.517380102848268
ENSG00000121716,0.534940951431816
ENSG00000121741,0.53944171081051
ENSG00000122085,0.819845603212422
ENSG00000122435,0.562867862166315
ENSG00000122484,0.650097447269962
ENSG00000122884,0.572087984159728
ENSG00000123219,0.526156857781447
ENSG00000123472,0.678538715193101
ENSG00000123562,0.599625761993261
ENSG00000123607,0.553395574972166
ENSG00000123700,0.573003480845894
ENSG00000123975,0.524721317980668
ENSG00000124193,0.688270097228463
ENSG00000124203,0.513132904931708
ENSG00000124207,0.721301831002474
ENSG00000124222,0.620700779796077
ENSG00000124275,0.530006844183776
ENSG00000124688,0.706281309082966
ENSG00000124767,0.558756359318495
ENSG00000124786,0.578802871090234
ENSG00000125245,0.802027753403727
ENSG00000125384,0.681557878302763
ENSG00000125772,0.686352215715527
ENSG00000125863,0.731342941454717
ENSG00000126012,0.555996399602474
ENSG00000126226,0.803863922520961
ENSG00000126524,0.534629583247353
ENSG00000126749,0.578763183127182
ENSG00000126775,0.62650969945911
ENSG00000127334,0.666875441837585
ENSG00000127989,0.524795731579897
ENSG00000128000,0.581384152405256
ENSG00000128050,0.611144796892877
ENSG00000128383,0.797613503350828
ENSG00000128513,0.677039394705613
ENSG00000128534,0.511893286395546
ENSG00000128607,0.541537122588018
ENSG00000128699,0.650911302900334
ENSG00000128872,0.694538419285442
ENSG00000128915,0.56511291365512
ENSG00000128928,0.500049674478612
ENSG00000128951,0.531018009998906
ENSG00000129083,0.645147757139487
ENSG00000129084,0.627697158979746
ENSG00000129675,0.525781505431773
ENSG00000130021,0.768543229341051
ENSG00000130023,0.869667187462292
ENSG00000130066,0.505070434449112
ENSG00000130695,0.534027530958915
ENSG00000130741,0.867203771224114
ENSG00000130935,0.616743291645617
ENSG00000131051,0.659232097111798
ENSG00000131368,0.720777456454942
ENSG00000131732,0.576603274562689
ENSG00000131747,0.691797399978453
ENSG00000131791,0.541342490405331
ENSG00000131845,0.550233301120523
ENSG00000132199,0.702048370707464
ENSG00000132274,0.532025359032995
ENSG00000132300,0.6612279590067
ENSG00000132424,0.505158545355438
ENSG00000132485,0.56232563373706
ENSG00000132530,0.585504129351165
ENSG00000132646,0.528626175781009
ENSG00000132680,0.634019929253045
ENSG00000132952,0.537811053712819
ENSG00000133103,0.576301533463788
ENSG00000133106,0.705804363583109
ENSG00000133114,0.582954209902405
ENSG00000133561,0.7548998151161
ENSG00000133805,0.518223399827058
ENSG00000133858,0.565135683080884
ENSG00000134291,0.582714727144337
ENSG00000134294,0.59772991334374
ENSG00000134321,0.647644065730459
ENSG00000134352,0.630886881167666
ENSG00000134419,0.51768102946234
ENSG00000134444,0.503275320605849
ENSG00000134480,0.651109109330592
ENSG00000134545,0.551197542751601
ENSG00000134709,0.56691842479135
ENSG00000134717,0.513571855378569
ENSG00000134852,0.586236010051997
ENSG00000134884,0.569178192451853
ENSG00000134900,0.538936417024218
ENSG00000134987,0.512218612735579
ENSG00000135077,0.666889548903249
ENSG00000135185,0.589275226277652
ENSG00000135249,0.542605059067496
ENSG00000135317,0.54164214940936
ENSG00000135336,0.714695119485948
ENSG00000135341,0.540737916095203
ENSG00000135655,0.674212260105983
ENSG00000135974,0.649284808391395
ENSG00000136111,0.761329282724259
ENSG00000136161,0.525872868307218
ENSG00000136514,0.690882410629509
ENSG00000136541,0.702682695652971
ENSG00000136631,0.51717747214786
ENSG00000136824,0.661270346211353
ENSG00000136897,0.594155516903135
ENSG00000137038,0.764812809515965
ENSG00000137040,0.515142246815281
ENSG00000137752,0.604478525297521
ENSG00000137871,0.554121524477955
ENSG00000137876,0.507852004969348
ENSG00000137944,0.518224211288763
ENSG00000137955,0.546877764800358
ENSG00000137959,0.721637802219095
ENSG00000137965,0.675526432603817
ENSG00000138035,0.57967295711268
ENSG00000138134,0.685264192293507
ENSG00000138160,0.563574259762645
ENSG00000138185,0.57836143424322
ENSG00000138378,0.812782724385857
ENSG00000138381,0.639276138879567
ENSG00000138382,0.52100909869223
ENSG00000138386,0.510349173706782
ENSG00000138399,0.612061273186549
ENSG00000138442,0.5670754512605
ENSG00000138443,0.656638554841183
ENSG00000138448,0.530550896207737
ENSG00000138468,0.554467727545396
ENSG00000138640,0.726138897620132
ENSG00000138646,0.64932066178479
ENSG00000138750,0.536316035997462
ENSG00000138767,0.611340810774594
ENSG00000138777,0.565155778006418
ENSG00000138821,0.50442152285746
ENSG00000139178,0.66157817729165
ENSG00000139211,0.755469971127195
ENSG00000139278,0.722151019683733
ENSG00000139508,0.700996667459856
ENSG00000139620,0.871301123728078
ENSG00000139631,0.752699135531272
ENSG00000139679,0.62026554275757
ENSG00000139746,0.587182008090184
ENSG00000140006,0.528636866858509
ENSG00000140395,0.648929449562901
ENSG00000140443,0.661653185207747
ENSG00000140471,0.709458579787587
ENSG00000140525,0.668944676103394
ENSG00000140743,0.804101553176606
ENSG00000140807,0.741030969980267
ENSG00000141378,0.56815743635065
ENSG00000141425,0.62326103660335
ENSG00000141428,0.504694553188715
ENSG00000142188,0.521771454043892
ENSG00000142856,0.718167951007832
ENSG00000142875,0.556442976539393
ENSG00000142892,0.671563890818198
ENSG00000143457,0.762885788498825
ENSG00000143499,0.803425331845133
ENSG00000143502,0.610353460039763
ENSG00000143612,0.62458620431184
ENSG00000143643,0.555289891960564
ENSG00000143653,0.549503338320679
ENSG00000143669,0.505520642522012
ENSG00000143727,0.571346987534705
ENSG00000143771,0.57512694650984
ENSG00000143889,0.516170556622748
ENSG00000144026,0.779872764594806
ENSG00000144136,0.656489068692875
ENSG00000144354,0.558861808319553
ENSG00000144381,0.520966096483414
ENSG00000144580,0.790362968273072
ENSG00000144827,0.652719552609486
ENSG00000144840,0.630326628804085
ENSG00000144895,0.598728016295632
ENSG00000145337,0.523601614668957
ENSG00000145348,0.652211170477675
ENSG00000145390,0.665005228657128
ENSG00000145730,0.564348089329849
ENSG00000145882,0.735719800036916
ENSG00000145919,0.870671528082524
ENSG00000146021,0.837093184324955
ENSG00000146223,0.508840859446177
ENSG00000146247,0.516743366843219
ENSG00000146282,0.573160948661224
ENSG00000146433,0.60434420333465
ENSG00000146587,0.520055640302823
ENSG00000146802,0.555388735069757
ENSG00000147044,0.523467266669414
ENSG00000147050,0.660133950120755
ENSG00000147138,0.585314025740798
ENSG00000147162,0.584530350165191
ENSG00000147274,0.57801930184718
ENSG00000147419,0.551059558889446
ENSG00000147874,0.539912976252773
ENSG00000148187,0.78103273096814
ENSG00000148444,0.666325056588857
ENSG00000148481,0.527662353652334
ENSG00000149089,0.508239769284773
ENSG00000149196,0.61213867248086
ENSG00000149308,0.543488806096582
ENSG00000150045,0.578736118850607
ENSG00000150337,0.671254611703368
ENSG00000150776,0.568120942566471
ENSG00000150779,0.542502175317625
ENSG00000151239,0.505896696341005
ENSG00000151353,0.722632432870115
ENSG00000151466,0.528097080118514
ENSG00000151692,0.676201350962721
ENSG00000151883,0.591145579581129
ENSG00000151923,0.855030067793812
ENSG00000152219,0.617555163548654
ENSG00000152359,0.775107936674104
ENSG00000152409,0.500290344326765
ENSG00000152465,0.507513283602982
ENSG00000152495,0.517323266332183
ENSG00000152558,0.511376254640536
ENSG00000152601,0.505011496860934
ENSG00000152683,0.66190165132407
ENSG00000152778,0.505795549247935
ENSG00000153006,0.539172133019957
ENSG00000153130,0.503214813888703
ENSG00000153283,0.72594154396775
ENSG00000154144,0.622296687949637
ENSG00000154153,0.536951865166762
ENSG00000154265,0.570427631308917
ENSG00000154429,0.518115490768965
ENSG00000154473,0.72119835518596
ENSG00000154589,0.506802516334047
ENSG00000154760,0.640509509236849
ENSG00000154814,0.850489886615377
ENSG00000155158,0.608530292571206
ENSG00000155438,0.548623973741223
ENSG00000155903,0.506459869184569
ENSG00000155957,0.525373361380912
ENSG00000156052,0.540146571604986
ENSG00000156171,0.557705872832499
ENSG00000156256,0.50718054341596
ENSG00000156469,0.530685588688442
ENSG00000156802,0.511187394324481
ENSG00000157045,0.554402718965119
ENSG00000157107,0.53477214141616
ENSG00000157426,0.601115922018604
ENSG00000157800,0.534225257096536
ENSG00000158290,0.587943613638323
ENSG00000158411,0.548233410528265
ENSG00000158987,0.678363961218132
ENSG00000159086,0.56049632633471
ENSG00000159593,0.661236949836081
ENSG00000159596,0.564240409347669
ENSG00000160654,0.71208565139088
ENSG00000160679,0.736468353012715
ENSG00000160883,0.575970963701314
ENSG00000160961,0.649033476712984
ENSG00000161547,0.501688881703104
ENSG00000161551,0.543444914837632
ENSG00000161800,0.755861617760832
ENSG00000161912,0.748703227598895
ENSG00000162086,0.583964826066099
ENSG00000162139,0.622059306432955
ENSG00000162639,0.50102925257392
ENSG00000162654,0.696918705759585
ENSG00000162813,0.54623194077806
ENSG00000162946,0.689285480783089
ENSG00000163104,0.520096161647527
ENSG00000163312,0.514261994886613
ENSG00000163328,0.642751192746791
ENSG00000163389,0.640965832270042
ENSG00000163519,0.617119122189145
ENSG00000163527,0.573175072786452
ENSG00000163558,0.591368340311225
ENSG00000163600,0.620699320650401
ENSG00000163606,0.601496354906994
ENSG00000163608,0.646762718464627
ENSG00000163660,0.566435915231678
ENSG00000163682,0.51747462859815
ENSG00000163728,0.527120311402812
ENSG00000163785,0.642501408869776
ENSG00000163807,0.725920506440797
ENSG00000163818,0.678996457460751
ENSG00000163823,0.574811490585998
ENSG00000163867,0.527357258624177
ENSG00000163882,0.530439155890541
ENSG00000163918,0.667814042103144
ENSG00000163938,0.58393088959356
ENSG00000163945,0.614802674703159
ENSG00000164039,0.566097751849596
ENSG00000164073,0.545294633596591
ENSG00000164109,0.536591118220096
ENSG00000164180,0.59366931991332
ENSG00000164187,0.500430813046449
ENSG00000164284,0.602141098674044
ENSG00000164300,0.699864596289102
ENSG00000164331,0.612818618019932
ENSG00000164338,0.545142578915683
ENSG00000164347,0.611150880455194
ENSG00000164405,0.53497665253013
ENSG00000164414,0.625864397488507
ENSG00000164463,0.501372638942942
ENSG00000164631,0.501767721464583
ENSG00000164751,0.525205251964034
ENSG00000164828,0.553325776136274
ENSG00000165029,0.537090670740315
ENSG00000165071,0.539152108473924
ENSG00000165434,0.583339363273619
ENSG00000165516,0.683433624148686
ENSG00000165819,0.662384576108341
ENSG00000165929,0.693493086279142
ENSG00000165949,0.560859756202197
ENSG00000166012,0.520793571956715
ENSG00000166037,0.532383211983721
ENSG00000166226,0.594044612143769
ENSG00000166503,0.61245024541565
ENSG00000166527,0.517191016645854
ENSG00000166704,0.666540786867223
ENSG00000166750,0.56855731750872
ENSG00000166801,0.599594728779859
ENSG00000166881,0.536795354167527
ENSG00000166928,0.797271159540584
ENSG00000166971,0.608060690843896
ENSG00000167202,0.500324177147
ENSG00000167283,0.515468322924019
ENSG00000167325,0.560717156274317
ENSG00000167380,0.537322620378004
ENSG00000167555,0.671046487767232
ENSG00000167766,0.714114644816946
ENSG00000167785,0.697294755327798
ENSG00000167842,0.583868747314733
ENSG00000168229,0.648933194658739
ENSG00000168234,0.622098745287265
ENSG00000168405,0.555459577208971
ENSG00000168496,0.684554647097104
ENSG00000168675,0.695982350474152
ENSG00000168685,0.757655398228486
ENSG00000168876,0.602780777653376
ENSG00000168887,0.511612674900561
ENSG00000168958,0.797352209553839
ENSG00000169131,0.565440110265575
ENSG00000169239,0.628764744253771
ENSG00000169288,0.613135024028903
ENSG00000169385,0.675290280454613
ENSG00000169397,0.656359040456411
ENSG00000169442,0.518597070155462
ENSG00000169508,0.766543367012154
ENSG00000169567,0.533679144646525
ENSG00000169964,0.735030339238009
ENSG00000170571,0.574912654363418
ENSG00000170846,0.594279761252993
ENSG00000170855,0.520510406582367
ENSG00000170915,0.564936833611507
ENSG00000171448,0.600132064663224
ENSG00000171469,0.536281018403591
ENSG00000171488,0.704333630533654
ENSG00000171566,0.561279490096407
ENSG00000171843,0.640250330667784
ENSG00000171848,0.520944167322233
ENSG00000171860,0.653362696674991
ENSG00000171863,0.51747835619212
ENSG00000172172,0.529031011643545
ENSG00000172243,0.732447869741797
ENSG00000172315,0.665796722411041
ENSG00000172322,0.527809900529028
ENSG00000172469,0.60403500261653
ENSG00000172575,0.542688962378775
ENSG00000172667,0.60546686365816
ENSG00000172673,0.514844701156605
ENSG00000173114,0.558956749686249
ENSG00000173198,0.605834172897628
ENSG00000173209,0.701508625773596
ENSG00000173221,0.565721496116171
ENSG00000173226,0.575171155871903
ENSG00000173409,0.527646391815507
ENSG00000173559,0.544195767326449
ENSG00000173597,0.759355323632986
ENSG00000173674,0.630673984464033
ENSG00000173848,0.594097582655887
ENSG00000174227,0.761728325339957
ENSG00000174500,0.628788999026506
ENSG00000174652,0.568355195095413
ENSG00000174946,0.726316302634182
ENSG00000175110,0.533453532023177
ENSG00000175265,0.673488378502577
ENSG00000175455,0.626669481334473
ENSG00000175606,0.52145317986112
ENSG00000176142,0.576192562950546
ENSG00000176928,0.790996207006428
ENSG00000177034,0.51158765611668
ENSG00000177084,0.699895306329839
ENSG00000177410,0.550786528399145
ENSG00000177479,0.671331719175782
ENSG00000177853,0.565607010310625
ENSG00000177889,0.533952403790306
ENSG00000178425,0.574120273240112
ENSG00000178562,0.803957180526837
ENSG00000178567,0.619152870340931
ENSG00000178913,0.500194975646567
ENSG00000179818,0.603800713689639
ENSG00000179941,0.545005718031418
ENSG00000180011,0.598715376847314
ENSG00000180376,0.585004005758984
ENSG00000180917,0.555161192259105
ENSG00000181126,0.520605449115094
ENSG00000181690,0.574914782505357
ENSG00000181847,0.817553052244558
ENSG00000181896,0.545406266513324
ENSG00000181915,0.569362943157435
ENSG00000182010,0.778029183880786
ENSG00000182180,0.670321202997953
ENSG00000182782,0.632479128712786
ENSG00000183513,0.622715648028117
ENSG00000183648,0.582991095756289
ENSG00000183718,0.517962806119815
ENSG00000183918,0.577846420442659
ENSG00000184384,0.538783572306548
ENSG00000184402,0.529917083318341
ENSG00000184445,0.615038442754126
ENSG00000184557,0.575585477497914
ENSG00000184787,0.516290619369515
ENSG00000184939,0.72614170250685
ENSG00000185088,0.508792369308386
ENSG00000185158,0.505201289101596
ENSG00000185246,0.607724567235477
ENSG00000185477,0.718885252294162
ENSG00000185697,0.550154641714806
ENSG00000185745,0.535366068290798
ENSG00000186104,0.679560186883341
ENSG00000186106,0.557173800479637
ENSG00000187118,0.574958744918748
ENSG00000187325,0.510603765360522
ENSG00000187522,0.562520595357628
ENSG00000187554,0.679621822479976
ENSG00000187796,0.781956522158561
ENSG00000188313,0.541678589964289
ENSG00000188785,0.712351977327358
ENSG00000188921,0.507881602688618
ENSG00000188994,0.52316369707483
ENSG00000189007,0.658979481188506
ENSG00000189043,0.523049460915246
ENSG00000196290,0.73758231368352
ENSG00000196295,0.710245767324995
ENSG00000196329,0.832519155446156
ENSG00000196387,0.678974045795711
ENSG00000196565,0.760129294524055
ENSG00000196693,0.592580339583832
ENSG00000196981,0.644092876588519
ENSG00000197147,0.616453890828541
ENSG00000197299,0.560662675946964
ENSG00000197498,0.546679056848681
ENSG00000197782,0.563130295334727
ENSG00000197961,0.628482462914045
ENSG00000198000,0.508948126677421
ENSG00000198015,0.548151995012255
ENSG00000198040,0.534639147951395
ENSG00000198105,0.756158546605122
ENSG00000198393,0.515870907655355
ENSG00000198521,0.566931105105964
ENSG00000198522,0.532640336227723
ENSG00000198563,0.659226069787844
ENSG00000198574,0.534792355617364
ENSG00000198612,0.638163632523574
ENSG00000198625,0.536001156249747
ENSG00000198642,0.563960391787039
ENSG00000198677,0.564253292862419
ENSG00000198690,0.535155126748925
ENSG00000198715,0.786684225212275
ENSG00000198734,0.620766019858544
ENSG00000198743,0.536701831271544
ENSG00000198744,0.520605449115094
ENSG00000198860,0.519019192427253
ENSG00000198862,0.512634993271207
ENSG00000198919,0.702805519338771
ENSG00000204161,0.562440452379457
ENSG00000204387,0.622138581801154
ENSG00000205268,0.548264074135982
ENSG00000205413,0.501603431797674
ENSG00000205531,0.767001499229542
ENSG00000205981,0.535439977683859
ENSG00000206190,0.628127795299423
ENSG00000206337,0.615173836114312
ENSG00000206344,0.578491847633196
ENSG00000206573,0.532538569997574
ENSG00000211456,0.50413756261435
ENSG00000213390,0.527573921257161
ENSG00000213799,0.512246169203429
ENSG00000213918,0.542408443041732
ENSG00000213949,0.773804954329591
ENSG00000214021,0.52873856116718
ENSG00000214135,0.651495524170599
ENSG00000214174,0.695154412356364
ENSG00000214413,0.519236758247693
ENSG00000214425,0.64804069149655
ENSG00000215252,0.621781398164053
ENSG00000215301,0.536122852946279
ENSG00000224078,0.649454756121719
ENSG00000224660,0.547624754572513
ENSG00000225138,0.604301891285432
ENSG00000225178,0.560272879657418
ENSG00000225217,0.767001499229542
ENSG00000227039,0.709510386083896
ENSG00000228223,0.524254348710473
ENSG00000228716,0.53075578034265
ENSG00000228784,0.814550193917974
ENSG00000228956,0.612333369058076
ENSG00000229124,0.617410343018355
ENSG00000229807,0.766527012416663
ENSG00000230006,0.660825993726682
ENSG00000230202,0.552848965411549
ENSG00000231500,0.541642745697912
ENSG00000232119,0.501884111730505
ENSG00000233184,0.640725691367059
ENSG00000233355,0.772362138757805
ENSG00000234420,0.594630658138175
ENSG00000234741,0.545553044795602
ENSG00000236287,0.600721563208092
ENSG00000237550,0.540989999894609
ENSG00000237943,0.801479911635511
ENSG00000238113,0.628924940192737
ENSG00000240038,0.730590108094383
ENSG00000244625,0.688176437189088
ENSG00000244682,0.645972390352254
ENSG00000244879,0.580268107007188
ENSG00000245532,0.528157263591081
ENSG00000245680,0.632330765929854
ENSG00000245910,0.594216841329166
ENSG00000245954,0.583381181727527
ENSG00000245958,0.660482342510402
ENSG00000247828,0.561924938744876
ENSG00000248124,0.82006727192668
ENSG00000249915,0.503242345846269
ENSG00000250138,0.654450234513321
ENSG00000251474,0.617017246143917
ENSG00000251562,0.692989688591705
ENSG00000253352,0.507972892204595
ENSG00000255398,0.592047044799758
ENSG00000255717,0.713741279674873
ENSG00000257027,0.86640232472446
ENSG00000258289,0.584510729564103
ENSG00000258890,0.604846981342409
ENSG00000259834,0.56439575305013
ENSG00000260404,0.785930980482978
ENSG00000260565,0.604266630769032
ENSG00000261326,0.70070710727563
ENSG00000261490,0.644538273612673
ENSG00000261799,0.639360488309376
ENSG00000262370,0.593436851665983
ENSG00000263753,0.530678802962117
ENSG00000266173,0.75822135365722
ENSG00000267002,0.580919745129198
ENSG00000267369,0.509577869401858
ENSG00000267680,0.61849954418827
ENSG00000268205,0.525251334862005
ENSG00000269086,0.662784321334374
ENSG00000271605,0.658223441654062
ENSG00000272888,0.532649718306799
ENSG00000273033,0.657835406499854
ENSG00000273611,0.615246678810618
ENSG00000274536,0.872303026632701
ENSG00000276550,0.531228203573926
ENSG00000280077,0.79953675537259
ENSG00000281106,0.771518141872317
ENSG00000285410,0.521259307884837
